training_start_yr,training_last_yr,cds_code,school_status,latitude,longitude,district,enr2011,FRPMpct2011
,,"19648406020929","none",33.89393,-118.0117,"Norwalk-La Mirada Unified",522,.3218391
,,"19648406020937","none",33.90971,-118.0346,"Norwalk-La Mirada Unified",376,.7473404
,,"19648406020945","none",33.91075,-118.0216,"Norwalk-La Mirada Unified",666,.2987988
,,"19648406020952","none",33.89389,-118.0762,"Norwalk-La Mirada Unified",544,.8860294
,,"19648406020994","none",33.8948,-118.0642,"Norwalk-La Mirada Unified",704,.8465909
,,"19648406021000","none",33.91594,-117.9897,"Norwalk-La Mirada Unified",334,.3053892
,,"19648406021018","none",33.89636,-118.0869,"Norwalk-La Mirada Unified",472,.8834746
,,"19648406021026","none",33.9088,-118.0859,"Norwalk-La Mirada Unified",675,.7985185
,,"19648406021034","none",33.90194,-118.0013,"Norwalk-La Mirada Unified",475,.4821053
,,"19648406021042","none",33.8965,-118.0868,"Norwalk-La Mirada Unified",1078,.8014842
,,"19648406021075","none",33.90113,-118.0729,"Norwalk-La Mirada Unified",873,.8717068
,,"19648406021083","none",33.90817,-118.1017,"Norwalk-La Mirada Unified",598,.819398
,,"19648406021091","none",33.8843,-118.0781,"Norwalk-La Mirada Unified",454,.8612335
,,"19648406021125","none",33.91304,-117.9965,"Norwalk-La Mirada Unified",497,.5452716
,,"19648406021133","none",33.90984,-118.0657,"Norwalk-La Mirada Unified",684,.8245614
,,"19648406114474","none",,,"Norwalk-La Mirada Unified",,
,,"19648406116347","none",33.89904,-117.9902,"Norwalk-La Mirada Unified",694,.3040346
,,"19648570105981","none",34.54623,-118.0811,"Palmdale Elementary",971,.6591143
,,"19648570112714","none",34.57973,-118.1011,"Palmdale Elementary",185,.5189189
,,"19648576021141","none",34.58552,-118.154,"Palmdale Elementary",1143,.5608049
,,"19648576021158","none",34.58427,-118.0694,"Palmdale Elementary",780,.8166667
,,"19648576021174","none",34.5656,-118.0709,"Palmdale Elementary",363,.6969697
,,"19648576021182","none",34.58276,-118.0954,"Palmdale Elementary",,
,,"19648576021190","none",34.56897,-118.1092,"Palmdale Elementary",1205,
,,"19648576021208","none",34.58104,-118.1276,"Palmdale Elementary",950,.9263158
,,"19648576104145","none",34.59326,-118.1544,"Palmdale Elementary",792,.7146465
,,"19648576105613","none",34.57373,-118.0939,"Palmdale Elementary",1030,.6970874
,,"19648576105621","none",34.56797,-118.081,"Palmdale Elementary",1143,.783902
,,"19648576106793","none",34.55315,-118.0757,"Palmdale Elementary",1063,.7648166
,,"19648576106900","none",34.56215,-118.0407,"Palmdale Elementary",960,.7614583
,,"19648576107635","none",34.57249,-118.1253,"Palmdale Elementary",890,.8606741
,,"19648576108609","none",34.5534,-118.0366,"Palmdale Elementary",742,.7371967
,,"19648576108617","none",34.5737,-118.0673,"Palmdale Elementary",,
,,"19648576108625","none",34.56601,-118.0517,"Palmdale Elementary",1039,.7555342
,,"19648576108633","none",34.59715,-118.1565,"Palmdale Elementary",1093,.6559927
,,"19648576111538","none",34.54416,-118.0649,"Palmdale Elementary",886,.7223476
,,"19648576111546","none",34.57253,-118.1293,"Palmdale Elementary",831,.6197352
,,"19648576113906","none",34.55288,-118.0497,"Palmdale Elementary",851,.7567568
,,"19648576115273","none",34.56938,-118.0255,"Palmdale Elementary",808,.7537129
,,"19648576115281","none",34.55944,-118.0228,"Palmdale Elementary",1113,.6172507
,,"19648576118749","none",34.5687,-118.0206,"Palmdale Elementary",825,.6775758
,,"19648576119580","none",34.57967,-118.1091,"Palmdale Elementary",319,.7711599
,,"19648651995588","none",33.78066,-118.3738,"Palos Verdes Peninsula Unified",2402,.0253955
,,"19648651996552","none",33.78165,-118.4195,"Palos Verdes Peninsula Unified",1822,.0109769
,,"19648656021240","none",33.76873,-118.4183,"Palos Verdes Peninsula Unified",394,.0177665
,,"19648656021257","none",33.7763,-118.4118,"Palos Verdes Peninsula Unified",953,.0094439
,,"19648656021273","none",33.74087,-118.334,"Palos Verdes Peninsula Unified",358,.0111732
,,"19648656021281","none",33.75133,-118.324,"Palos Verdes Peninsula Unified",89,0
,,"19648656021299","none",33.79133,-118.3939,"Palos Verdes Peninsula Unified",474,.0084388
,,"19648656021307","none",33.7868,-118.3844,"Palos Verdes Peninsula Unified",410,.002439
,,"19648656021315","none",33.7562,-118.4092,"Palos Verdes Peninsula Unified",399,.085213
,,"19648656021323","none",33.78665,-118.3575,"Palos Verdes Peninsula Unified",420,.0166667
,,"19648656021331","none",33.75138,-118.3267,"Palos Verdes Peninsula Unified",945,.0497354
,,"19648656021349","none",33.78802,-118.3755,"Palos Verdes Peninsula Unified",528,.0151515
,,"19648656021356","none",33.77328,-118.3669,"Palos Verdes Peninsula Unified",430,.0302326
,,"19648656021372","none",33.7717,-118.4021,"Palos Verdes Peninsula Unified",536,.0261194
,,"19648656116164","none",33.80132,-118.3653,"Palos Verdes Peninsula Unified",66,0
,,"19648656116172","none",33.80257,-118.3795,"Palos Verdes Peninsula Unified",658,.0212766
,,"19648656117584","none",33.76742,-118.3779,"Palos Verdes Peninsula Unified",956,.0313808
,,"19648730102681","none",33.88544,-118.1726,"Paramount Unified",770,.887013
,,"19648730108779","none",33.90312,-118.1728,"Paramount Unified",629,.9475358
,,"19648730119438","none",33.90087,-118.16,"Paramount Unified",798,.9373434
,,"19648730119446","none",33.88729,-118.1513,"Paramount Unified",918,.9389978
,,"19648731936749","none",33.90199,-118.1516,"Paramount Unified",4922,
,,"19648731996370","none",,,"Paramount Unified",,
,,"19648736021380","none",33.86625,-118.1472,"Paramount Unified",626,.8738019
,,"19648736021398","none",33.88544,-118.1696,"Paramount Unified",437,.9656751
,,"19648736021414","none",33.91764,-118.1755,"Paramount Unified",1121,.88314
,,"19648736021422","none",33.85694,-118.1486,"Paramount Unified",,
,,"19648736021430","none",33.89366,-118.1587,"Paramount Unified",548,.9470803
,,"19648736021448","none",33.90096,-118.1755,"Paramount Unified",579,.9568221
,,"19648736021455","none",33.89424,-118.181,"Paramount Unified",590,.9406779
,,"19648736021463","none",33.88202,-118.1492,"Paramount Unified",651,.9262673
,,"19648736021471","none",33.91144,-118.1555,"Paramount Unified",722,.9529086
,,"19648736021489","none",33.90107,-118.1505,"Paramount Unified",730,.9794521
,,"19648736058440","none",33.88729,-118.1513,"Paramount Unified",,
,,"19648736114615","none",33.89064,-118.1776,"Paramount Unified",942,.9193206
,,"19648736115372","none",33.90087,-118.16,"Paramount Unified",,
,,"19648736117444","none",33.89281,-118.1489,"Paramount Unified",465,.9161291
,,"19648810106591","none",34.19799,-118.1486,"Pasadena Unified",,
,,"19648810113464","none",34.19163,-118.1119,"Pasadena Unified",234,.3333333
,,"19648810113472","none",34.19163,-118.1119,"Pasadena Unified",373,.0723861
,,"19648810113894","none",34.20475,-118.1423,"Pasadena Unified",79,
,,"19648810113969","none",,,"Pasadena Unified",,
,,"19648810118075","none",34.14465,-118.0925,"Pasadena Unified",330,.7030303
2012,2012,"19648811931062","Active",34.12552,-118.1458,"Pasadena Unified",1154,.6473137
,,"19648811931674","none",34.16257,-118.1131,"Pasadena Unified",1868,
,,"19648811932409","none",34.15928,-118.0984,"Pasadena Unified",375,.52
,,"19648811936103","none",34.1783,-118.1604,"Pasadena Unified",1100,.7827273
,,"19648811936822","none",34.16162,-118.0913,"Pasadena Unified",2070,
,,"19648816021505","none",34.18473,-118.135,"Pasadena Unified",305,.8688524
,,"19648816021539","none",34.18096,-118.1117,"Pasadena Unified",321,.7227414
2011,2011,"19648816021547","Active",34.17102,-118.1617,"Pasadena Unified",299,.916388
,,"19648816021554","none",34.17117,-118.072,"Pasadena Unified",666,.3798799
2011,2011,"19648816021570","Active",34.16152,-118.0758,"Pasadena Unified",315,.6444445
2011,2011,"19648816021588","Active",34.19131,-118.1594,"Pasadena Unified",316,.8829114
2011,2011,"19648816021612","Active",34.14118,-118.107,"Pasadena Unified",599,.4774624
,,"19648816021620","none",34.18317,-118.1637,"Pasadena Unified",318,.9119497
,,"19648816021638","none",34.15432,-118.1194,"Pasadena Unified",540,.9148148
,,"19648816021661","none",34.20488,-118.1357,"Pasadena Unified",180,.7555556
,,"19648816021679","none",34.16904,-118.1289,"Pasadena Unified",501,.7684631
,,"19648816021687","none",34.15873,-118.1398,"Pasadena Unified",490,.967347
,,"19648816021711","none",34.15177,-118.1573,"Pasadena Unified",264,.8901515
,,"19648816021729","Online only",34.13731,-118.1726,"Pasadena Unified",313,.6325879
,,"19648816021737","none",34.16435,-118.0561,"Pasadena Unified",1034,.2156673
,,"19648816021752","none",34.17122,-118.1462,"Pasadena Unified",593,.9038786
2011,2011,"19648816021760","Active",34.16916,-118.1056,"Pasadena Unified",366,.5956284
2011,2011,"19648816021778","Active",34.14217,-118.0816,"Pasadena Unified",650,.6584615
,,"19648816058465","Active",34.18347,-118.1316,"Pasadena Unified",805,.7975155
,,"19648816058499","Active",34.14217,-118.0815,"Pasadena Unified",723,.7275242
,,"19648816119549","none",34.17123,-118.1491,"Pasadena Unified",742,.9407008
2012,2012,"19648816120265","Active",34.14122,-118.1352,"Pasadena Unified",1188,.5934343
,,"19649070111047","none",34.05306,-117.7587,"Pomona Unified",264,.9734849
,,"19649070111054","none",34.07021,-117.7786,"Pomona Unified",732,.8142077
,,"19649070115170","none",34.06141,-117.7207,"Pomona Unified",201,.437811
,,"19649071933175","none",34.06469,-117.7876,"Pomona Unified",1482,
,,"19649071933324","none",34.03692,-117.7512,"Pomona Unified",1996,
,,"19649071937028","none",34.0843,-117.7415,"Pomona Unified",1601,
,,"19649071995901","none",34.0223,-117.7736,"Pomona Unified",1833,.3769776
,,"19649076021786","none",34.04296,-117.7408,"Pomona Unified",946,.948203
,,"19649076021794","none",34.07766,-117.7318,"Pomona Unified",398,.8241206
,,"19649076021802","none",34.06612,-117.7803,"Pomona Unified",768,.9179688
,,"19649076021828","none",34.0331,-117.7971,"Pomona Unified",362,.3425414
,,"19649076021836","none",34.02486,-117.8008,"Pomona Unified",652,.4325153
,,"19649076021844","none",34.0516,-117.7631,"Pomona Unified",421,.9239905
,,"19649076021851","none",34.09911,-117.7433,"Pomona Unified",532,.8796992
,,"19649076021869","none",34.05612,-117.8075,"Pomona Unified",367,.866485
,,"19649076021877","none",34.07146,-117.7315,"Pomona Unified",671,.9105812
,,"19649076021885","none",34.03681,-117.7535,"Pomona Unified",716,.928771
,,"19649076021893","none",34.06961,-117.7537,"Pomona Unified",523,.8585086
,,"19649076021901","none",34.04417,-117.7524,"Pomona Unified",677,.9276218
,,"19649076021919","none",34.07586,-117.7221,"Pomona Unified",333,.8888889
,,"19649076021927","none",34.08323,-117.7368,"Pomona Unified",455,.9120879
,,"19649076021935","none",34.03342,-117.7434,"Pomona Unified",829,.9252111
,,"19649076021943","none",34.06417,-117.7616,"Pomona Unified",739,.9309878
,,"19649076021950","none",34.08115,-117.7499,"Pomona Unified",619,.8384491
,,"19649076021968","none",34.05172,-117.7602,"Pomona Unified",671,.9388972
,,"19649076021976","none",34.04957,-117.7814,"Pomona Unified",551,.8693285
,,"19649076021984","none",34.08681,-117.7533,"Pomona Unified",249,.7991968
,,"19649076058507","none",34.07042,-117.7408,"Pomona Unified",728,.8983517
,,"19649076058515","none",34.06497,-117.7857,"Pomona Unified",678,.918879
,,"19649076058523","none",34.04081,-117.7385,"Pomona Unified",775,.9341936
,,"19649076061634","none",34.04052,-117.7567,"Pomona Unified",601,.9384359
,,"19649076061642","none",34.08348,-117.7462,"Pomona Unified",335,.8835821
,,"19649076066781","none",34.02874,-117.8107,"Pomona Unified",728,.3626374
,,"19649076068787","none",34.02145,-117.8185,"Pomona Unified",292,.3356164
,,"19649076101133","none",34.03744,-117.7722,"Pomona Unified",544,.4117647
,,"19649076108914","none",34.04757,-117.7596,"Pomona Unified",984,.9308943
,,"19649076108922","none",34.03579,-117.7859,"Pomona Unified",485,.2494845
,,"19649076112437","none",34.06653,-117.7349,"Pomona Unified",425,.9505882
,,"19649076113500","none",34.06176,-117.7738,"Pomona Unified",773,.9482536
,,"19649076120653","none",34.00893,-117.7912,"Pomona Unified",409,.195599
,,"19649316022164","none",34.0845,-118.0844,"Rosemead Elementary",561,.7950089
,,"19649316022172","none",34.08714,-118.0677,"Rosemead Elementary",391,.9079284
,,"19649316022180","none",34.0749,-118.0814,"Rosemead Elementary",662,.8625377
,,"19649316022198","none",34.08261,-118.0755,"Rosemead Elementary",689,.8301887
,,"19649316022206","none",34.076,-118.0643,"Rosemead Elementary",615,.9154472
,,"19649641937754","none",34.12509,-118.0979,"San Marino Unified",1137,.0246262
,,"19649646022495","none",34.12686,-118.0909,"San Marino Unified",643,.0217729
,,"19649646022503","none",34.11814,-118.1158,"San Marino Unified",775,.0309677
,,"19649646022529","none",34.11783,-118.1166,"San Marino Unified",638,.0219436
,,"19649801938000","none",34.01122,-118.4851,"Santa Monica-Malibu Unified",3114,.2739242
,,"19649801995737","none",34.02422,-118.8282,"Santa Monica-Malibu Unified",1152,.1189236
,,"19649806022537","none",34.0245,-118.8288,"Santa Monica-Malibu Unified",255,.1843137
,,"19649806022545","none",34.02324,-118.465,"Santa Monica-Malibu Unified",448,.4955357
,,"19649806022552","none",34.04007,-118.4854,"Santa Monica-Malibu Unified",772,.0401554
,,"19649806022560","none",34.0193,-118.4627,"Santa Monica-Malibu Unified",632,.2689873
,,"19649806022578","none",34.00572,-118.4804,"Santa Monica-Malibu Unified",316,.443038
,,"19649806022594","none",34.03164,-118.4765,"Santa Monica-Malibu Unified",439,.4305239
,,"19649806022602","none",34.01237,-118.8009,"Santa Monica-Malibu Unified",273,.007326
,,"19649806022610","none",34.02763,-118.5009,"Santa Monica-Malibu Unified",783,.1072797
,,"19649806022636","none",34.03875,-118.6992,"Santa Monica-Malibu Unified",374,.0588235
,,"19649806022644","none",34.01191,-118.4717,"Santa Monica-Malibu Unified",497,.6096579
,,"19649806058531","none",34.01297,-118.4701,"Santa Monica-Malibu Unified",1042,.4788868
,,"19649806061659","none",34.02896,-118.4895,"Santa Monica-Malibu Unified",1129,.1780337
,,"19649980108597","none",34.4683,-118.558,"Saugus Union",582,.0687285
,,"19649980119230","none",34.46423,-118.5698,"Saugus Union",630,.047619
,,"19649986022651","none",34.42701,-118.4762,"Saugus Union",484,.6818182
,,"19649986022669","none",34.42917,-118.5318,"Saugus Union",170,.282353
,,"19649986022685","none",34.42535,-118.4929,"Saugus Union",904,.4159292
,,"19649986022693","none",34.44717,-118.5065,"Saugus Union",854,.1580796
,,"19649986022701","none",34.44389,-118.5346,"Saugus Union",495,.189899
,,"19649986022727","none",34.43465,-118.4822,"Saugus Union",482,.219917
,,"19649986068860","none",34.43999,-118.5239,"Saugus Union",550,.2
,,"19649986106876","none",34.43538,-118.552,"Saugus Union",890,.0573034
,,"19649986107924","none",34.45221,-118.5284,"Saugus Union",605,.0842975
,,"19649986108310","none",34.45255,-118.5042,"Saugus Union",,
,,"19649986112528","Online only",34.47203,-118.523,"Saugus Union",984,.0477642
,,"19649986115513","none",34.44801,-118.4853,"Saugus Union",772,.1049223
,,"19649986116495","none",34.45436,-118.5459,"Saugus Union",968,.1012397
,,"19649986120257","none",34.4282,-118.5507,"Saugus Union",1017,.0432645
,,"19650291938455","none",34.10992,-118.1532,"South Pasadena Unified",1525,.1252459
,,"19650296022768","none",34.11404,-118.1672,"South Pasadena Unified",631,.1125198
,,"19650296022776","none",34.10997,-118.1467,"South Pasadena Unified",672,.1026786
,,"19650296022784","none",34.10449,-118.1646,"South Pasadena Unified",533,.097561
,,"19650296058556","none",34.10779,-118.1503,"South Pasadena Unified",1054,.1252372
,,"19650376022800","none",33.9317,-118.0488,"South Whittier Elementary",566,.8427562
,,"19650376022818","none",33.93777,-118.0389,"South Whittier Elementary",489,.5848671
,,"19650376022826","none",33.94408,-118.0466,"South Whittier Elementary",276,.6268116
,,"19650376022834","none",33.92437,-118.0448,"South Whittier Elementary",538,.8327138
,,"19650376022842","none",33.92077,-118.0314,"South Whittier Elementary",487,.7679672
,,"19650376022859","none",33.9432,-118.0506,"South Whittier Elementary",807,.6356877
,,"19650376022875","none",33.92988,-118.0394,"South Whittier Elementary",1,
,,"19650376102966","none",33.92117,-118.0336,"South Whittier Elementary",400,.6675
,,"19650450116616","none",34.39184,-118.4552,"Sulphur Springs Union",468,.1816239
,,"19650456022677","Online only",34.41924,-118.4679,"Sulphur Springs Union",578,.9152249
,,"19650456022883","none",34.42685,-118.462,"Sulphur Springs Union",527,.5426945
,,"19650456022891","none",34.45076,-118.4227,"Sulphur Springs Union",489,.8486708
,,"19650456022917","none",34.41978,-118.4277,"Sulphur Springs Union",667,.2023988
,,"19650456066807","none",34.42913,-118.4621,"Sulphur Springs Union",666,.3438438
,,"19650456071682","none",34.39855,-118.4724,"Sulphur Springs Union",615,.5674797
