training_start_yr,training_last_yr,cds_code,school_status,latitude,longitude,district,enr2011,FRPMpct2011
,,"19647336018592","none",34.29055,-118.4567,"Los Angeles Unified",396,.8333333
,,"19647336018618","none",34.03856,-118.421,"Los Angeles Unified",472,.1122881
,,"19647336018626","none",34.17939,-118.3685,"Los Angeles Unified",501,.9201597
,,"19647336018634","none",34.04481,-118.5276,"Los Angeles Unified",500,.05
,,"19647336018642","none",34.27061,-118.4164,"Los Angeles Unified",1237,
,,"19647336018659","none",34.0261,-118.4082,"Los Angeles Unified",439,.7289294
,,"19647336018667","none",33.96058,-118.1741,"Los Angeles Unified",620,.9306452
,,"19647336018675","none",33.756,-118.2989,"Los Angeles Unified",691,.4949349
,,"19647336018683","none",33.97075,-118.2512,"Los Angeles Unified",948,.9588608
,,"19647336018691","none",34.22668,-118.4989,"Los Angeles Unified",675,.8933333
,,"19647336018717","none",34.25236,-118.2843,"Los Angeles Unified",397,.8740554
,,"19647336018725","Online only",34.2655,-118.298,"Los Angeles Unified",327,.7981651
,,"19647336018741","none",33.98256,-118.4088,"Los Angeles Unified",205,.5121951
,,"19647336018758","none",34.24002,-118.461,"Los Angeles Unified",741,.9554656
,,"19647336018766","none",33.71398,-118.2898,"Los Angeles Unified",304,.4835526
,,"19647336018774","none",34.20932,-118.6421,"Los Angeles Unified",659,.0986343
,,"19647336018790","none",33.80404,-118.3024,"Los Angeles Unified",455,.6571429
,,"19647336018808","none",33.9125,-118.3204,"Los Angeles Unified",533,.7110694
,,"19647336018816","none",34.05122,-118.3315,"Los Angeles Unified",403,.8957816
,,"19647336018824","none",34.09156,-118.2994,"Los Angeles Unified",722,.9279779
,,"19647336018832","none",34.21522,-118.4346,"Los Angeles Unified",541,.8428835
,,"19647336018840","none",33.97174,-118.2981,"Los Angeles Unified",553,.8915009
,,"19647336018857","none",34.20238,-118.5386,"Los Angeles Unified",472,.9110169
,,"19647336018873","none",34.02874,-118.44,"Los Angeles Unified",240,.6583334
,,"19647336018881","none",34.03705,-118.1593,"Los Angeles Unified",482,.9004149
,,"19647336018907","none",34.14726,-118.3673,"Los Angeles Unified",397,.5289673
,,"19647336018915","none",33.93435,-118.2279,"Los Angeles Unified",386,.8989637
,,"19647336018923","none",34.15765,-118.4175,"Los Angeles Unified",545,.2513762
,,"19647336018931","none",34.04036,-118.1513,"Los Angeles Unified",381,.816273
,,"19647336018949","none",34.13327,-118.1936,"Los Angeles Unified",279,.6738351
,,"19647336018956","none",34.21572,-118.3654,"Los Angeles Unified",775,.8696774
,,"19647336018964","none",34.11964,-118.4637,"Los Angeles Unified",452,.0376106
,,"19647336018972","none",34.07207,-118.2697,"Los Angeles Unified",731,.6456909
,,"19647336018980","none",34.08205,-118.3743,"Los Angeles Unified",375,.4266667
,,"19647336018998","none",34.02827,-118.1874,"Los Angeles Unified",968,.9039256
,,"19647336019004","none",33.96018,-118.2522,"Los Angeles Unified",963,.9262721
,,"19647336019012","none",34.27956,-118.4473,"Los Angeles Unified",633,.9115324
,,"19647336019020","none",33.95496,-118.2024,"Los Angeles Unified",679,.916053
,,"19647336019038","none",34.26262,-118.4574,"Los Angeles Unified",672,.6949404
,,"19647336019046","none",34.11856,-118.172,"Los Angeles Unified",278,.7733813
,,"19647336019053","none",34.02922,-118.2564,"Los Angeles Unified",703,.9587482
,,"19647336019061","none",34.01115,-118.3078,"Los Angeles Unified",556,.9118705
,,"19647336019079","none",34.08936,-118.3157,"Los Angeles Unified",942,.7335457
,,"19647336019087","none",34.21284,-118.4167,"Los Angeles Unified",604,.839404
,,"19647336019095","none",34.04533,-118.2174,"Los Angeles Unified",522,.9482759
,,"19647336019103","none",34.09977,-118.3341,"Los Angeles Unified",312,.8653846
,,"19647336019111","none",34.1612,-118.5883,"Los Angeles Unified",672,.2083333
,,"19647336019129","none",33.73794,-118.3115,"Los Angeles Unified",472,.4788136
,,"19647336019137","Online only",33.97194,-118.2724,"Los Angeles Unified",1245,
,,"19647336019145","none",33.97275,-118.3159,"Los Angeles Unified",594,.8922559
,,"19647336019152","none",34.25277,-118.4331,"Los Angeles Unified",852,.8967136
,,"19647336019160","none",34.03889,-118.3852,"Los Angeles Unified",597,.9128978
,,"19647336019178","none",34.04993,-118.2082,"Los Angeles Unified",1166,
,,"19647336019186","none",34.14941,-118.4553,"Los Angeles Unified",896,.2243304
,,"19647336019194","Online only",34.19743,-118.5571,"Los Angeles Unified",600,.7883334
,,"19647336019202","none",33.99116,-118.4324,"Los Angeles Unified",376,.5478724
,,"19647336019210","none",34.08205,-118.1695,"Los Angeles Unified",574,.8972126
,,"19647336019228","none",34.09536,-118.1593,"Los Angeles Unified",251,.9043825
,,"19647336019236","none",34.02612,-118.3236,"Los Angeles Unified",806,.8933002
,,"19647336019244","none",33.97776,-118.2843,"Los Angeles Unified",1058,
,,"19647336019251","none",33.9849,-118.2826,"Los Angeles Unified",899,.6785317
,,"19647336019269","none",33.97968,-118.2695,"Los Angeles Unified",1338,.6696562
,,"19647336019277","none",34.07588,-118.2323,"Los Angeles Unified",241,.6597511
,,"19647336019285","none",34.03175,-118.2173,"Los Angeles Unified",300,.9433333
,,"19647336019293","none",33.96089,-118.2673,"Los Angeles Unified",927,.8705502
,,"19647336019319","none",34.21276,-118.5055,"Los Angeles Unified",449,.7037862
,,"19647336019327","none",33.95085,-118.2208,"Los Angeles Unified",895,.9418994
,,"19647336019335","none",33.96362,-118.2116,"Los Angeles Unified",712,.8988764
,,"19647336019343","none",34.24937,-118.3695,"Los Angeles Unified",376,.6755319
,,"19647336019350","none",33.99552,-118.4124,"Los Angeles Unified",376,.9601064
,,"19647336019368","none",34.21473,-118.3998,"Los Angeles Unified",694,.834294
,,"19647336019376","none",34.26332,-118.3147,"Los Angeles Unified",561,.6060606
,,"19647336019384","none",34.21357,-118.5825,"Los Angeles Unified",679,.8836524
,,"19647336019392","none",34.24772,-118.5754,"Los Angeles Unified",576,.4322917
,,"19647336019400","none",34.31276,-118.4468,"Los Angeles Unified",861,.9291521
,,"19647336019418","none",34.18406,-118.4618,"Los Angeles Unified",849,.9140165
,,"19647336019426","none",33.76178,-118.299,"Los Angeles Unified",691,.4254703
,,"19647336019434","none",34.17509,-118.5461,"Los Angeles Unified",495,.6727273
,,"19647336019442","none",34.2692,-118.4315,"Los Angeles Unified",1042,.8809981
,,"19647336019459","none",34.04838,-118.2735,"Los Angeles Unified",915,.9562842
,,"19647336019467","none",34.07101,-118.3348,"Los Angeles Unified",739,.1623816
,,"19647336019483","none",34.02188,-118.2964,"Los Angeles Unified",949,.8872497
,,"19647336019491","none",34.02285,-118.311,"Los Angeles Unified",724,.8991713
,,"19647336019509","none",34.1209,-118.2181,"Los Angeles Unified",371,.8544474
,,"19647336019517","none",34.15863,-118.3615,"Los Angeles Unified",447,.7136465
,,"19647336019525","none",34.09129,-118.6018,"Los Angeles Unified",323,.0619195
,,"19647336019533","none",34.24843,-118.5457,"Los Angeles Unified",585,.2871795
,,"19647336019541","none",33.85844,-118.268,"Los Angeles Unified",355,.8450704
,,"19647336019558","none",34.01191,-118.2697,"Los Angeles Unified",521,.8675624
,,"19647336019566","none",34.26839,-118.4934,"Los Angeles Unified",538,.6226766
,,"19647336019574","none",33.94344,-118.1823,"Los Angeles Unified",676,.908284
,,"19647336019582","none",34.0225,-118.2503,"Los Angeles Unified",672,.9568452
,,"19647336019590","none",34.01887,-118.2607,"Los Angeles Unified",767,.851369
,,"19647336019608","none",34.03474,-118.3107,"Los Angeles Unified",685,.8992701
,,"19647336019616","none",33.81455,-118.2827,"Los Angeles Unified",485,.5835052
,,"19647336019624","none",34.06394,-118.2672,"Los Angeles Unified",1102,.8874773
,,"19647336019632","none",34.05005,-118.2243,"Los Angeles Unified",419,.8878282
,,"19647336019640","none",34.20486,-118.4606,"Los Angeles Unified",1104,.8940217
,,"19647336019657","none",34.12466,-118.3444,"Los Angeles Unified",263,.365019
,,"19647336019665","none",33.83883,-118.289,"Los Angeles Unified",398,.6758794
,,"19647336019673","none",34.30572,-118.5053,"Los Angeles Unified",485,.1938144
,,"19647336019681","none",34.08034,-118.3157,"Los Angeles Unified",243,.7901235
,,"19647336019699","none",34.18806,-118.4465,"Los Angeles Unified",525,.8895238
,,"19647336019707","none",34.18252,-118.5474,"Los Angeles Unified",438,.7465754
,,"19647336019715","none",34.28101,-118.4233,"Los Angeles Unified",2208,
,,"19647336019723","none",34.24068,-118.4202,"Los Angeles Unified",605,.7933884
,,"19647336019731","none",34.0305,-118.2935,"Los Angeles Unified",719,.9332406
,,"19647336019749","none",34.00392,-118.231,"Los Angeles Unified",273,.8608059
,,"19647336019756","none",33.94696,-118.211,"Los Angeles Unified",734,.9386921
,,"19647336019764","none",34.18515,-118.3922,"Los Angeles Unified",873,.9186713
,,"19647336019772","none",34.08829,-118.3267,"Los Angeles Unified",584,.8938356
,,"19647336019780","none",34.23418,-118.3522,"Los Angeles Unified",281,.9181495
,,"19647336019806","none",34.02896,-118.3395,"Los Angeles Unified",454,.9185022
,,"19647336019814","none",34.00925,-118.2586,"Los Angeles Unified",813,.9495695
,,"19647336019822","none",34.00565,-118.4527,"Los Angeles Unified",329,.4164134
,,"19647336019830","none",34.07019,-118.4339,"Los Angeles Unified",609,.0328407
,,"19647336019848","none",33.94173,-118.2297,"Los Angeles Unified",427,.8384075
,,"19647336019855","none",34.1922,-118.6379,"Los Angeles Unified",761,.1484888
,,"19647336019863","none",33.92506,-118.2949,"Los Angeles Unified",776,.9110824
,,"19647336019871","none",34.08904,-118.3876,"Los Angeles Unified",355,.2507042
,,"19647336019889","none",34.00483,-118.2802,"Los Angeles Unified",976,.9877049
,,"19647336019905","none",33.99413,-118.3076,"Los Angeles Unified",706,.98017
,,"19647336019913","none",33.99207,-118.4721,"Los Angeles Unified",353,.8016997
,,"19647336019921","none",33.96636,-118.3888,"Los Angeles Unified",459,.5446623
,,"19647336019939","none",34.04757,-118.4308,"Los Angeles Unified",778,.0398458
,,"19647336019947","none",33.7162,-118.3084,"Los Angeles Unified",396,.1590909
,,"19647336019954","none",34.16535,-118.5442,"Los Angeles Unified",666,.0870871
,,"19647336019962","none",33.786,-118.2457,"Los Angeles Unified",1029,.8969874
,,"19647336019970","none",34.05716,-118.3443,"Los Angeles Unified",246,.8130081
,,"19647336019988","none",34.0587,-118.3143,"Los Angeles Unified",963,.6791278
,,"19647336020002","none",34.21893,-118.571,"Los Angeles Unified",440,.8363636
,,"19647336020010","Online only",34.11435,-118.3794,"Los Angeles Unified",556,.102518
,,"19647336020028","Online only",33.93733,-118.297,"Los Angeles Unified",942,.9607219
,,"19647336020036","none",34.17556,-118.6328,"Los Angeles Unified",591,.2047377
,,"19647336020044","none",34.1587,-118.6099,"Los Angeles Unified",694,.0605187
,,"19647336020051","none",33.97836,-118.1777,"Los Angeles Unified",905,.8817679
,,"19647336020069","none",34.12069,-118.1945,"Los Angeles Unified",476,.8865546
,,"19647336057855","Online only",34.0226,-118.2725,"Los Angeles Unified",1246,
,,"19647336057871","none",34.08807,-118.3363,"Los Angeles Unified",1079,.7655236
,,"19647336057889","Online only",34.03969,-118.1817,"Los Angeles Unified",1645,
,,"19647336057897","none",34.1193,-118.1836,"Los Angeles Unified",891,.7149271
,,"19647336057905","none",34.22253,-118.4055,"Los Angeles Unified",1756,
,,"19647336057913","none",33.82958,-118.2593,"Los Angeles Unified",1363,.5473221
,,"19647336057921","none",34.00311,-118.26,"Los Angeles Unified",1590,
,,"19647336057939","none",33.98608,-118.197,"Los Angeles Unified",2074,
,,"19647336057947","none",34.21278,-118.6115,"Los Angeles Unified",948,.8755274
,,"19647336057954","none",33.7306,-118.2946,"Los Angeles Unified",1574,
,,"19647336057962","none",33.9611,-118.2477,"Los Angeles Unified",1280,
,,"19647336057988","none",34.05325,-118.436,"Los Angeles Unified",869,.5719218
,,"19647336057996","none",33.79321,-118.3121,"Los Angeles Unified",1775,
,,"19647336058002","none",34.20643,-118.4575,"Los Angeles Unified",2192,
,,"19647336058028","none",33.93277,-118.2774,"Los Angeles Unified",1215,.7604938
,,"19647336058036","none",34.03115,-118.1626,"Los Angeles Unified",1547,
,,"19647336058044","none",33.9519,-118.287,"Los Angeles Unified",1145,.8419214
,,"19647336058051","none",34.03645,-118.2115,"Los Angeles Unified",1504,
,,"19647336058069","none",34.24033,-118.5044,"Los Angeles Unified",1611,.5896959
,,"19647336058077","none",34.11757,-118.2408,"Los Angeles Unified",847,.7933884
,,"19647336058085","none",34.09581,-118.2807,"Los Angeles Unified",1505,
,,"19647336058093","none",34.25367,-118.5929,"Los Angeles Unified",1713,
,,"19647336058101","none",34.27245,-118.4061,"Los Angeles Unified",862,.8897912
,,"19647336058119","none",33.97617,-118.3112,"Los Angeles Unified",772,.865285
,,"19647336058127","none",33.98733,-118.4223,"Los Angeles Unified",843,.8659549
,,"19647336058135","none",33.99974,-118.4482,"Los Angeles Unified",707,.8628005
,,"19647336058143","none",33.97738,-118.272,"Los Angeles Unified",1381,
,,"19647336058150","none",34.16238,-118.4269,"Los Angeles Unified",2132,.4404315
,,"19647336058168","none",34.26838,-118.3028,"Los Angeles Unified",1185,.6860759
,,"19647336058176","none",33.98666,-118.2915,"Los Angeles Unified",1365,
,,"19647336058184","none",34.19386,-118.5061,"Los Angeles Unified",1707,
,,"19647336058192","none",34.08657,-118.2189,"Los Angeles Unified",1249,
,,"19647336058200","none",34.22458,-118.5248,"Los Angeles Unified",868,.8859447
,,"19647336058218","none",34.2503,-118.4232,"Los Angeles Unified",1711,
,,"19647336058226","none",34.02384,-118.4166,"Los Angeles Unified",1746,.4507446
,,"19647336058242","none",34.26353,-118.4798,"Los Angeles Unified",1674,
,,"19647336058267","none",34.05475,-118.4959,"Los Angeles Unified",2153,.2554575
,,"19647336058275","Online only",34.29372,-118.5111,"Los Angeles Unified",1649,.5318375
,,"19647336058283","none",34.28287,-118.4381,"Los Angeles Unified",1553,
,,"19647336058291","none",34.24276,-118.466,"Los Angeles Unified",1799,
,,"19647336058309","none",33.95336,-118.198,"Los Angeles Unified",2637,
,,"19647336058317","none",34.02604,-118.1923,"Los Angeles Unified",2040,
,,"19647336058325","none",34.20387,-118.571,"Los Angeles Unified",1355,
,,"19647336058333","none",34.16913,-118.4509,"Los Angeles Unified",1382,
,,"19647336058341","none",34.07384,-118.2916,"Los Angeles Unified",1371,
,,"19647336058358","none",34.02983,-118.4356,"Los Angeles Unified",706,.6855524
,,"19647336058366","none",33.82679,-118.2859,"Los Angeles Unified",1824,
,,"19647336058374","none",33.79696,-118.2742,"Los Angeles Unified",1957,
,,"19647336058382","none",33.96926,-118.4046,"Los Angeles Unified",904,.505531
,,"19647336061394","none",34.00956,-118.3295,"Los Angeles Unified",816,.8639706
,,"19647336061402","none",34.04988,-118.2937,"Los Angeles Unified",1411,
,,"19647336061410","none",34.06352,-118.3371,"Los Angeles Unified",1986,
,,"19647336061428","none",33.92268,-118.309,"Los Angeles Unified",984,
,,"19647336061436","none",33.76485,-118.3166,"Los Angeles Unified",1760,.5653409
,,"19647336061444","none",33.98157,-118.252,"Los Angeles Unified",1176,
,,"19647336061451","none",34.01893,-118.3062,"Los Angeles Unified",2210,
,,"19647336061469","none",33.98124,-118.2173,"Los Angeles Unified",2686,
,,"19647336061477","none",34.17782,-118.6453,"Los Angeles Unified",1945,.2894602
,,"19647336061485","none",34.26119,-118.5119,"Los Angeles Unified",1224,.6699346
,,"19647336061501","none",34.09466,-118.3179,"Los Angeles Unified",1105,.7656109
,,"19647336061519","none",34.19756,-118.416,"Los Angeles Unified",1512,
,,"19647336061527","none",33.94144,-118.2449,"Los Angeles Unified",1223,
,,"19647336061535","none",34.04296,-118.3273,"Los Angeles Unified",1297,
,,"19647336061543","none",34.25095,-118.5535,"Los Angeles Unified",2367,
,,"19647336061550","none",34.31215,-118.4511,"Los Angeles Unified",1506,
,,"19647336061568","none",34.17194,-118.5855,"Los Angeles Unified",1308,.4870031
,,"19647336061576","none",33.88199,-118.3002,"Los Angeles Unified",1897,
,,"19647336061584","none",34.16732,-118.5415,"Los Angeles Unified",1924,.4599792
,,"19647336061600","none",34.20358,-118.3779,"Los Angeles Unified",1393,
,,"19647336062699","none",34.15262,-118.3855,"Los Angeles Unified",1650,.5842424
,,"19647336066278","none",33.96975,-118.2881,"Los Angeles Unified",1106,
,,"19647336066286","none",34.04668,-118.3557,"Los Angeles Unified",510,.9254902
,,"19647336066294","none",33.85163,-118.2496,"Los Angeles Unified",801,.7240949
,,"19647336068431","none",34.07943,-118.178,"Los Angeles Unified",1501,
,,"19647336071435","none",34.29425,-118.5479,"Los Angeles Unified",820,.1207317
,,"19647336071443","none",34.05401,-118.1783,"Los Angeles Unified",500,.938
,,"19647336089700","none",33.98953,-118.1898,"Los Angeles Unified",659,.9453717
,,"19647336094726","none",34.0818,-118.4622,"Los Angeles Unified",462,.3008658
,,"19647336097927","none",33.96853,-118.3778,"Los Angeles Unified",408,.1666667
,,"19647336104814","none",34.03679,-118.2477,"Los Angeles Unified",,
,,"19647336104822","none",34.02966,-118.211,"Los Angeles Unified",519,.9364162
,,"19647336106637","none",34.0794,-118.2809,"Los Angeles Unified",,
,,"19647336106645","none",34.00292,-118.2499,"Los Angeles Unified",,
,,"19647336107064","none",34.04438,-118.3177,"Los Angeles Unified",730,.9671233
,,"19647336107403","none",33.94454,-118.2188,"Los Angeles Unified",767,1
,,"19647336107411","none",33.96563,-118.1931,"Los Angeles Unified",877,.9156215
,,"19647336108641","none",33.94478,-118.2007,"Los Angeles Unified",1094,
,,"19647336109607","none",34.07291,-118.2905,"Los Angeles Unified",,
,,"19647336110266","none",34.05082,-118.2869,"Los Angeles Unified",716,1
,,"19647336110274","none",33.98149,-118.1882,"Los Angeles Unified",1093,
,,"19647336110951","none",34.27008,-118.4021,"Los Angeles Unified",642,.9423676
,,"19647336110969","none",34.05509,-118.2725,"Los Angeles Unified",830,.9108434
,,"19647336110977","none",33.96821,-118.224,"Los Angeles Unified",994,.9074447
,,"19647336111512","none",34.04863,-118.3057,"Los Angeles Unified",827,.9528416
,,"19647336112411","none",33.98498,-118.2126,"Los Angeles Unified",693,.9206349
2011,2011,"19647336112536","Active",34.01043,-118.274,"Los Angeles Unified",751,.9680426
,,"19647336113419","none",34.05821,-118.2617,"Los Angeles Unified",649,.8952234
,,"19647336114722","none",33.95972,-118.2092,"Los Angeles Unified",773,.923674
,,"19647336114912","none",33.95007,-118.2785,"Los Angeles Unified",351,.928775
,,"19647336115794","none",33.99155,-118.2632,"Los Angeles Unified",2082,
,,"19647336115802","none",34.19,-118.4466,"Los Angeles Unified",,
,,"19647336115810","none",33.98833,-118.2919,"Los Angeles Unified",,
,,"19647336116750","none",34.27995,-118.3822,"Los Angeles Unified",325,.8307692
,,"19647336116834","none",34.20486,-118.4583,"Los Angeles Unified",,
,,"19647336116842","none",34.23489,-118.4553,"Los Angeles Unified",237,.8945147
,,"19647336117048","none",33.98925,-118.3418,"Los Angeles Unified",452,.6238938
,,"19647336117667","none",34.06232,-118.3041,"Los Angeles Unified",529,.9905482
,,"19647336118186","none",33.96693,-118.1776,"Los Angeles Unified",1638,
,,"19647336118194","none",34.13718,-118.1875,"Los Angeles Unified",315,.7968254
,,"19647336119044","none",34.20669,-118.5884,"Los Angeles Unified",346,.5780347
,,"19647336119093","none",34.06629,-118.2802,"Los Angeles Unified",136,.8676471
,,"19647336119424","none",,,"Los Angeles Unified",,
,,"19647336119531","none",34.16579,-118.5629,"Los Angeles Unified",442,.0859729
,,"19647336119895","none",,,"Los Angeles Unified",,
,,"19647336119903","none",34.0373,-118.2795,"Los Angeles Unified",450,.9466667
,,"19647336119929","none",34.08511,-118.1815,"Los Angeles Unified",377,.9761273
,,"19647336119945","none",34.20072,-118.5305,"Los Angeles Unified",499,.7795591
,,"19647336120471","none",34.04146,-118.2201,"Los Angeles Unified",105,.952381
,,"19647336120489","none",34.03514,-118.2369,"Los Angeles Unified",368,.9402174
,,"19647336120679","none",34.19215,-118.464,"Los Angeles Unified",545,.9211009
,,"19647336120810","none",34.0574,-118.2794,"Los Angeles Unified",164,.9390244
,,"19647336121081","none",33.98922,-118.331,"Los Angeles Unified",342,.5789474
,,"19647586020077","none",33.97071,-118.0757,"Los Nietos",517,1
,,"19647586020085","none",33.96584,-118.0679,"Los Nietos",533,1
,,"19647586020093","none",33.9634,-118.0751,"Los Nietos",377,1
,,"19647586020101","none",33.95442,-118.0813,"Los Nietos",509,1
,,"19647666020127","none",33.93392,-117.9661,"Lowell Joint",442,.3665158
,,"19647666020150","none",33.93862,-117.9808,"Lowell Joint",457,.4070022
,,"19647666020176","none",33.94508,-117.9715,"Lowell Joint",559,.1645796
,,"19647666020192","none",33.92214,-117.9884,"Lowell Joint",439,.309795
,,"19647666020200","none",33.92101,-117.9738,"Lowell Joint",469,.3198294
,,"19647666020218","none",33.92112,-117.9798,"Lowell Joint",743,.2678331
,,"19647740107912","Graduated",33.9134,-118.207,"Lynwood Unified",678,.8893805
2006,2006,"19647740108381","Graduated",33.9331,-118.2043,"Lynwood Unified",669,.8624813
2006,2008,"19647740108399","Graduated",33.93555,-118.2037,"Lynwood Unified",775,.8348387
2006,2006,"19647740109538","Graduated",33.91965,-118.1833,"Lynwood Unified",1505,
,,"19647740118562","none",33.92896,-118.2003,"Lynwood Unified",693,
,,"19647741935436","Graduated",33.92992,-118.1923,"Lynwood Unified",2493,
,,"19647746020234","Graduated",33.91045,-118.1879,"Lynwood Unified",758,.8984169
,,"19647746020242","Graduated",33.93302,-118.2162,"Lynwood Unified",581,.8192771
,,"19647746020259","Graduated",33.91904,-118.213,"Lynwood Unified",939,.7507987
,,"19647746020267","Graduated",33.93249,-118.1846,"Lynwood Unified",446,.7488789
,,"19647746020275","Graduated",33.91257,-118.1976,"Lynwood Unified",706,.8413598
,,"19647746020283","Graduated",33.93432,-118.1999,"Lynwood Unified",574,.7090592
,,"19647746020291","Graduated",33.92427,-118.1896,"Lynwood Unified",871,.6716418
,,"19647746020309","Graduated",33.92425,-118.183,"Lynwood Unified",805,.8335404
,,"19647746020317","Graduated",33.92172,-118.2068,"Lynwood Unified",681,.9309838
,,"19647746115539","Graduated",33.92688,-118.2054,"Lynwood Unified",833,.8223289
,,"19647746115547","Graduated",33.91654,-118.2043,"Lynwood Unified",1568,
,,"19647746116685","Graduated",33.91663,-118.2018,"Lynwood Unified",643,.7045101
,,"19647901935923","none",34.14573,-118.0171,"Monrovia Unified",1733,.5060589
,,"19647901996404","none",34.14137,-117.9863,"Monrovia Unified",99,.4848485
,,"19647906020424","none",34.14684,-117.9855,"Monrovia Unified",618,.6148868
,,"19647906020432","none",34.14999,-117.9988,"Monrovia Unified",712,.502809
,,"19647906020457","none",34.15425,-118.0098,"Monrovia Unified",577,.4384749
,,"19647906020465","none",34.14568,-117.9948,"Monrovia Unified",477,.7777778
,,"19647906020473","none",34.11674,-118.0063,"Monrovia Unified",427,.6932085
,,"19647906020481","none",34.13214,-118.0025,"Monrovia Unified",602,.6910299
,,"19647906020499","none",34.1501,-117.9935,"Monrovia Unified",534,.7116105
,,"19648080124552","none",,,"Montebello Unified",,
,,"19648081930155","none",34.03009,-118.1248,"Montebello Unified",3513,
,,"19648081930825","none",33.97562,-118.1543,"Montebello Unified",3449,
,,"19648081935998","none",34.01519,-118.1229,"Montebello Unified",3545,
,,"19648086020507","none",34.00615,-118.1682,"Montebello Unified",439,.8952164
,,"19648086020515","none",33.95955,-118.1679,"Montebello Unified",1193,.6865046
,,"19648086020523","none",34.03463,-118.1379,"Montebello Unified",716,.6075419
,,"19648086020531","none",33.97336,-118.1548,"Montebello Unified",915,.8174863
,,"19648086020549","none",34.02119,-118.142,"Montebello Unified",1041,.7415946
,,"19648086020556","none",34.01239,-118.1008,"Montebello Unified",563,.9094139
,,"19648086020564","none",33.9641,-118.1524,"Montebello Unified",811,.6818742
,,"19648086020572","none",34.03998,-118.1246,"Montebello Unified",1006,.5109344
,,"19648086020580","none",33.9962,-118.1187,"Montebello Unified",1034,.4777563
,,"19648086020598","none",34.02077,-118.0959,"Montebello Unified",891,.661055
,,"19648086020614","none",34.0089,-118.0897,"Montebello Unified",345,.7710145
,,"19648086020622","none",34.01408,-118.136,"Montebello Unified",703,.7240399
,,"19648086020630","none",34.0456,-118.0933,"Montebello Unified",547,.5776965
,,"19648086020648","none",34.00353,-118.1539,"Montebello Unified",939,.7880724
,,"19648086020655","none",33.96782,-118.1418,"Montebello Unified",938,.7185501
,,"19648086020663","none",34.01517,-118.1139,"Montebello Unified",994,.7927566
,,"19648086020671","none",34.02498,-118.1237,"Montebello Unified",704,.8110796
,,"19648086020689","none",34.01517,-118.1622,"Montebello Unified",733,.7175989
,,"19648086058408","none",33.96555,-118.1625,"Montebello Unified",1172,
,,"19648086058416","none",34.02372,-118.1421,"Montebello Unified",1071,
,,"19648086058432","none",34.01213,-118.1177,"Montebello Unified",1248,
,,"19648086085674","none",34.02369,-118.0947,"Montebello Unified",1390,.681295
,,"19648086085682","none",33.96888,-118.1437,"Montebello Unified",878,.8781321
,,"19648086113799","none",33.974,-118.1464,"Montebello Unified",706,.8753541
,,"19648166020697","none",34.06615,-118.0163,"Mountain View Elementary",797,.9435382
,,"19648166020705","none",34.04566,-118.0237,"Mountain View Elementary",996,.87249
,,"19648166020713","none",34.05433,-118.0344,"Mountain View Elementary",540,.9907407
,,"19648166020721","none",34.07557,-118.003,"Mountain View Elementary",301,.8438538
2011,2011,"19648166020739","Active",34.06627,-118.0102,"Mountain View Elementary",521,.9692898
,,"19648166020747","none",34.05051,-118.0202,"Mountain View Elementary",716,.9399441
2011,2012,"19648166020754","Active",34.05702,-118.0415,"Mountain View Elementary",557,.951526
2011,2012,"19648166020762","Active",34.04526,-118.035,"Mountain View Elementary",606,.9075907
2011,2012,"19648166020770","Active",34.05681,-118.0247,"Mountain View Elementary",879,.9476678
,,"19648166020788","none",34.06152,-118.0231,"Mountain View Elementary",570,1
,,"19648166105407","none",34.07098,-118.0054,"Mountain View Elementary",476,.9348739
,,"19648166110571","none",34.06197,-118.01,"Mountain View Elementary",1055,.8995261
,,"19648320100636","none",34.38155,-118.5783,"Newhall",996,.1134538
,,"19648320100644","none",34.37671,-118.5119,"Newhall",664,.814759
,,"19648320108027","none",34.40447,-118.5928,"Newhall",588,.042517
,,"19648326020796","none",34.38189,-118.5317,"Newhall",667,.7046477
,,"19648326020804","none",34.37445,-118.5457,"Newhall",521,.4971209
,,"19648326020812","none",34.37628,-118.5583,"Newhall",746,.5
,,"19648326066773","none",34.38165,-118.5472,"Newhall",533,.3658537
,,"19648326095442","Online only",34.39188,-118.5543,"Newhall",585,.182906
,,"19648326107171","none",34.40698,-118.5441,"Newhall",674,.111276
,,"19648326113047","none",34.39094,-118.5966,"Newhall",985,.0375635
,,"19648401933647","none",33.90819,-118.0553,"Norwalk-La Mirada Unified",1795,
,,"19648401934728","none",33.90838,-118.0042,"Norwalk-La Mirada Unified",2214,.3044264
,,"19648401936467","none",33.90713,-118.0908,"Norwalk-La Mirada Unified",2303,
,,"19648406020838","none",33.89472,-118.102,"Norwalk-La Mirada Unified",549,.7650273
,,"19648406020846","none",33.90432,-118.0248,"Norwalk-La Mirada Unified",565,.4743363
,,"19648406020853","none",33.90319,-118.0748,"Norwalk-La Mirada Unified",492,.9004065
,,"19648406020879","none",,,"Norwalk-La Mirada Unified",,
,,"19648406020887","none",33.90678,-118.0984,"Norwalk-La Mirada Unified",860,.8174419
,,"19648406020895","none",33.9085,-118.0956,"Norwalk-La Mirada Unified",493,.8174442
,,"19648406020903","none",33.89754,-117.9959,"Norwalk-La Mirada Unified",524,.2022901
,,"19648406020911","none",33.89669,-118.0956,"Norwalk-La Mirada Unified",611,.7348609
